time,O2,CO2,CO,NOx,T,P,source_file
2025-01-01 10:00:00,7.614993192482766,7.547896176549709,5.570616089733732,14.814756847459284,19.940161282570003,101.29860884552421,synthetic_example.csv
2025-01-01 10:00:01,7.334668495785305,7.632613801395561,6.259216419866663,15.540776271845434,23.536102625496543,101.30122847036417,synthetic_example.csv
2025-01-01 10:00:02,7.456532964772856,7.505359415268062,6.374610681831739,16.39332056297009,33.71290070370017,101.4028831363703,synthetic_example.csv
2025-01-01 10:00:03,7.760385759853581,7.334221718769449,6.684802719427289,16.795592855859038,31.76037767836165,101.25080078874784,synthetic_example.csv
2025-01-01 10:00:04,7.496073015378326,7.585626496879799,6.92964180117151,15.13263176482858,37.06775750722808,101.28146500416683,synthetic_example.csv
2025-01-01 10:00:05,7.455395440825517,7.504443857679786,5.632495340746059,17.423641797212575,36.3177684178415,101.4160130096218,synthetic_example.csv
2025-01-01 10:00:06,7.679150267326177,7.400568592277388,5.710261056998962,15.86993509248045,39.21990361490201,101.3103617068693,synthetic_example.csv
2025-01-01 10:00:07,7.614307200542409,7.544380375402808,5.498110978981673,18.476047623719584,47.07910406051583,101.42360022252694,synthetic_example.csv
2025-01-01 10:00:08,7.376567862234051,7.679777037730125,6.028727258270772,17.907526440138543,44.2940951983577,101.48796318876299,synthetic_example.csv
2025-01-01 10:00:09,7.465490082032778,7.51941235416615,6.364459151253543,17.7464631703044,49.446497894713914,101.3492324777919,synthetic_example.csv
2025-01-01 10:00:10,7.440316232382576,7.610902666846438,6.640723115410347,18.5198357375365,53.79964229487097,101.4333144409762,synthetic_example.csv
2025-01-01 10:00:11,7.317340209811226,7.72547613758347,6.10983121623993,16.29708665533565,56.96463477571878,101.31301696286681,synthetic_example.csv
2025-01-01 10:00:12,7.533647847785406,7.565182049025122,5.97767302558209,18.534269730107432,58.967677033084954,101.45464852896897,synthetic_example.csv
2025-01-01 10:00:13,7.061308868941793,7.90000916642532,6.250384600334649,20.423122333193824,63.97894974325789,101.42369425883136,synthetic_example.csv
2025-01-01 10:00:14,7.351796825149968,7.727442644202257,5.7542555139946705,20.534746620407258,67.55751115217797,101.45063057447801,synthetic_example.csv
2025-01-01 10:00:15,7.429732854403291,7.466708527563744,7.197062940364999,22.648412260797308,70.09958403977575,101.37996758864168,synthetic_example.csv
2025-01-01 10:00:16,7.3491087429954,7.700779527993477,5.3568419424431974,17.193470222561754,68.77660087000359,101.3163686238431,synthetic_example.csv
2025-01-01 10:00:17,7.573132931801826,7.586447281609493,6.232274235999254,19.639140157028642,72.77414667423196,101.47519688006909,synthetic_example.csv
2025-01-01 10:00:18,7.491688744654558,7.742778714253986,7.172238064752446,18.974302390241814,79.713318261273,101.30268478187652,synthetic_example.csv
2025-01-01 10:00:19,7.360589035360652,7.730318521074342,6.1736542392584575,20.207634002767946,81.90704142216602,101.43188248949455,synthetic_example.csv
2025-01-01 10:00:20,7.4081899555014905,7.47928396505985,6.03037100810845,16.947855132856407,77.58957613548054,101.52676550997055,synthetic_example.csv
2025-01-01 10:00:21,7.261886531966334,7.5055077433915605,5.972549745907956,18.230723325149114,85.32027155479763,101.48090481976183,synthetic_example.csv
2025-01-01 10:00:22,7.35652014893032,7.57044047831477,6.0570935090576725,17.823999274551237,81.95437409526865,101.61024055560753,synthetic_example.csv
2025-01-01 10:00:23,7.237963316160302,7.621717248430162,6.860340993589735,20.49734770205988,90.38608054798819,101.55178639637411,synthetic_example.csv
2025-01-01 10:00:24,7.387246964781543,7.587380213619316,5.05300932940916,17.64504831674457,97.09458596453756,101.44020810594441,synthetic_example.csv
2025-01-01 10:00:25,7.33506942776222,7.64059397379591,6.915547192079929,19.245232923034468,92.13129010355956,101.49361794729477,synthetic_example.csv
2025-01-01 10:00:26,7.270152744722604,7.814344619960231,5.459449930992946,19.583365782437777,95.64639465762623,101.49388086478349,synthetic_example.csv
2025-01-01 10:00:27,7.35220440560594,7.613852992475206,6.012786455835967,17.18695210536048,101.18758164423885,101.39169432114495,synthetic_example.csv
2025-01-01 10:00:28,7.245114554630869,7.554472523541436,5.948571619538891,18.99596398875327,98.45453450510925,101.4416213144307,synthetic_example.csv
2025-01-01 10:00:29,7.196819395538864,7.668270502656716,6.452928522001938,20.400190531362455,102.94028238801445,101.47294507069634,synthetic_example.csv
2025-01-01 10:00:30,7.202383131416763,7.752331721099813,5.365840862536827,19.025100994269668,108.59905764133403,101.37415274403453,synthetic_example.csv
2025-01-01 10:00:31,7.442125812077666,7.4499482626917475,6.358255207643913,17.463012714516996,106.21816994229326,101.52423783110108,synthetic_example.csv
2025-01-01 10:00:32,7.25585683724289,7.613065463804275,7.1685261908041555,18.26068552029662,110.78960632903832,101.50743347035424,synthetic_example.csv
2025-01-01 10:00:33,7.327631889042521,7.698244836039528,5.494371695156717,21.064176895777095,116.2912510604417,101.4114464073844,synthetic_example.csv
2025-01-01 10:00:34,7.345780461599358,7.512237319476419,6.239233132146887,18.889724361564927,116.37875735426489,101.56024513530197,synthetic_example.csv
2025-01-01 10:00:35,7.45380856110831,7.7666402366635925,5.849996797253979,22.496934311476473,119.7683288053444,101.58517919893924,synthetic_example.csv
2025-01-01 10:00:36,7.405955362944334,7.612334778160868,6.368863941574929,18.786192150653843,119.37418480859861,101.55379120101213,synthetic_example.csv
2025-01-01 10:00:37,7.1063023314739295,7.8057435525383685,6.207699156350145,22.493152811141506,125.07480757270169,101.51775404616278,synthetic_example.csv
2025-01-01 10:00:38,7.073490430014913,7.661233260277757,5.865318863179322,21.093082434433125,125.51499244783005,101.58408604699129,synthetic_example.csv
2025-01-01 10:00:39,7.40743142893006,7.597753147097537,6.402600259620676,20.439726336037467,127.86051605584274,101.59225030218788,synthetic_example.csv
2025-01-01 10:00:40,7.338128153754448,7.6579752347062024,7.052640521014875,17.883150068771727,127.13327940257746,101.56780402794628,synthetic_example.csv
2025-01-01 10:00:41,7.334495857962291,7.611362022790465,6.065396587784782,20.034326770312667,130.48344636884292,101.48991292520553,synthetic_example.csv
2025-01-01 10:00:42,7.537809041662102,7.801968293343219,6.526707929148064,19.494996792566987,130.78255720883155,101.56804529519982,synthetic_example.csv
2025-01-01 10:00:43,7.243687287648695,7.647766163891745,5.52451343923783,19.916558769599444,135.38374455034716,101.63311052053866,synthetic_example.csv
2025-01-01 10:00:44,7.21831624147673,7.781457304041045,5.71722631447362,21.731330623989866,136.55828158642026,101.5081017402093,synthetic_example.csv
2025-01-01 10:00:45,7.119667602771374,7.789711945270877,6.4172849786559265,20.90697127759087,137.1097932348698,101.6968551571275,synthetic_example.csv
2025-01-01 10:00:46,7.211638680062956,7.587583863226319,6.919137683501916,20.266131318799737,142.28444248426,101.51303343357063,synthetic_example.csv
2025-01-01 10:00:47,7.567713280698961,7.462146121588724,6.3289701742516025,18.86250716291464,142.68594795510754,101.55161906182991,synthetic_example.csv
